text,isHate,dataset
i love female cops they b sum hoes too fuck da jakes,0,hs_offensive
knwin i heard dat hoe changed,0,hs_offensive
u a hoe,0,hs_offensive
she spazzed out dude dont have his hoes in line,0,hs_offensive
yea u know these lil bitches be stalking are twitter for they niggas,0,hs_offensive
why get attached to people when you can jump in a trash can and feel the same way,0,hs_offensive
down ass bitch aaron hernandezs girlfriend lied to grand jury 29 times,0,hs_offensive
if she lives at home shes a little less likely to cheat on you and be a ho,0,hs_offensive
you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,0,hs_offensive
oregon state wr is a popular pick in recent mock drafts. draft tracker,0,hs_offensive
ugliest bitches ive ever seen,0,hs_offensive
hungover and feeling yyyyyeelllloooowwwwww,0,hs_offensive
"im pregnant ass bitches, matter fact ima slip down the steps ass bitches",0,hs_offensive
its the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that youve made o,0,hs_offensive
your swags off fag sauce,1,hs_offensive
your voice mail little bitch ass nigga,0,hs_offensive
i need their workout plan third bitch had a fucking miracle,0,hs_offensive
it doesnt matter who i make out with in spin the bottle because i only invite the hottest bitches to play.,0,hs_offensive
lol new kid at school thinks he can take me at tetherball. bout to show him why i get all the playground pussy.,0,hs_offensive
mom brought me mcdonalds for lunch. i had all the bitches on me.,0,hs_offensive
today seems like as good a day as ever to bang some bitches and go for ice cream.,0,hs_offensive
i rather my girl be clingy than a hoe,0,hs_offensive
a portable septic tank. for allllll those pesky feelings.,0,hs_offensive
if were together and you dont like that bitch i dont like that bitch either,0,hs_offensive
if i wanted my ex back believe me id fucking go get they ass. but i aint bout to dig through the trash.,0,hs_offensive
my hoes are your hoesbut my wife is all mine,0,hs_offensive
at least i say im crazysome nigga gotta find out a bitch wild when she shooting at they ass,1,hs_offensive
"who cares who looks better between blue ivy, north, and whatever other celeb baby. read your kid a book u simple bitch.",0,hs_offensive
when dykes surround you,0,hs_offensive
lawmakers consider nation 1st energy legislation to protect,0,hs_offensive
are deadly to like the american kestrel and ask to take it off their shelves.,0,hs_offensive
"high flyers, crr, militia, boner squad, ball sack, weiner fc, anal brownies",0,hs_offensive
bron pregame speeches be so trash though lmao,0,hs_offensive
niggas love cuffing hoes then acting surprised when they turn out to be hoes.,0,hs_offensive
real all jokes aside the hoes i know some of the coolest women ive ever met,0,hs_offensive
when yall having a good day she brings up a bitch from twitter,0,hs_offensive
of rain showers weepy fogof soft light cool touchof wild windthat carry music of birdswho cease to soar feel,0,hs_offensive
ill fight you! ya big daft cunt.,0,hs_offensive
black americans are worse off under bho well researched articlebound to elicit cries of uncle tom,0,hs_offensive
wow lmao bet not ever come to my house again dirty bitch,0,hs_offensive
"12 lava cakes, bitches.",0,hs_offensive
"may yank 1st amendment guards for drudge, rest of internet",0,hs_offensive
"bae means before anyone else, ive been here thinking its a ghetto word for babe",0,hs_offensive
"what are you 15?yeah on a scale of one to ten, bitch",0,hs_offensive
"be smart because you wont be pretty forever, bitch.",0,hs_offensive
i could never date someone who isnt goofy. nobodys tryna date a bland boring ass bitch.,0,hs_offensive
"if ive ever offended you, im sorrythat youre a sensitive lil bitch.",0,hs_offensive
karma is only a bitch to bitches.,0,hs_offensive
no girl sucks dick but somehow all dudes get head. dudes only fuck bad bitches yet all these ugly girls getting pregnant.,0,hs_offensive
lets play a game called stop being a lil bitch,0,hs_offensive
all these clocks and we still dont have time for these hoes,0,hs_offensive
"niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",0,hs_offensive
herself in the hoe section,0,hs_offensive
social network got bitches heads like,0,hs_offensive
when you die but a bad bitch walk in yo funeral,0,hs_offensive
lifelong yankee fan puts aside rooting interest and returns lost red sox world series ring to rightful owner,0,hs_offensive
is the realest bitch i know. lol,0,hs_offensive
el republicano charlie baker elegido gobernador de massachusetts.,0,hs_offensive
females think dating a pussy is cute now?,0,hs_offensive
bitches out here not lovin they self enuff for the both of us juheard,0,hs_offensive
fresh razor blades in my goth bitch stocking,0,hs_offensive
i hate when a nigga ask me where the hoes? nigga idfk!,1,hs_offensive
dont be a bitch to me. ill be a bigger one and ill win.,0,hs_offensive
a real bitch know she gotta pluck dat nipple hair,0,hs_offensive
why did you give birth to me you bitch,0,hs_offensive
when a bitch gets smart and i look too cute to be ratchet,0,hs_offensive
on twitter you ho can jus take a pic with your ass out and be somebodysmh,0,hs_offensive
"lifes a bitch, because if it was a slut, it would be easy.",0,hs_offensive
ladies its a full moon. which means pussy power is in full effect yall better get some dick tonnnnniiiiiiggggghhht,0,hs_offensive
people r retarded for thinking you can eat clean food all day and lose weight. calories are calories people.,0,hs_offensive
uni suuuucks lolol you suck bitch,0,hs_offensive
my bestfriend got jumped by like 6 dudes n ur upset u have to pay fines? gtfo bitch,0,hs_offensive
some pussy be so wet gotta think about other things not to cum fast like damn i really failed the 6th grade,0,hs_offensive
how would i look if i had feathers instead of fur? would i be able to eat from a bird feeder without getting judging gla,0,hs_offensive
i accidentally ate a few fireflies last night while chewing some leaves i found. the shameful yellow glow of my mouth wa,0,hs_offensive
this bitch cant be serious,0,hs_offensive
fuck joo musts broke this niggas heart stealin his bitch if he that hurt with her,0,hs_offensive
grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo,0,hs_offensive
wen u look liek trash n sum1 complimentz u,0,hs_offensive
bro forreal if you have beef with someone handle it your damn self dont be a lil bitch and bring other people in it. be a,0,hs_offensive
"why does julia roberts seem completely shocked that shes been nominated? hey, julia youre in a gown. the jig is up.",0,hs_offensive
great job by the yankees giving brian cashman a new contract. the haters are just wrong. cc,0,hs_offensive
i think it is flat out wrong to blame brian cashman for the 2014 yankees.,0,hs_offensive
working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to say,0,hs_offensive
smoke good weed with a bad bitch,0,hs_offensive
stealing a car and fuckin yo bitch,0,hs_offensive
when an ugly bitch tells me to text her,0,hs_offensive
"first off, you just a hoe if you can have sex with a man not have any feelings for him",0,hs_offensive
ratchet ass bitch nicki minaj smashes up her boyfriends benz,0,hs_offensive
never trippin on no hoes,0,hs_offensive
hella bored doing laundry like a bitch i sincerely hate your soul!,0,hs_offensive
haha lml wrd no nah de pussy shit lol,0,hs_offensive
lml se pasa de shunsha no mi joda w ur bitch waaa,0,hs_offensive
"a bird doesnt sing because it has an answer, it sings because it has a song.maya angelou",0,hs_offensive
remember when people boo one direction and gaga was having none of it. i love that bitch.,0,hs_offensive
lmfao how side bitches be when you scoop them up in the daytime!,0,hs_offensive
how i feel playing flappy bird,0,hs_offensive
keyair angels female party promoters are not for me most party promoters are hoes them angel bitches are,0,hs_offensive
tell a hoe no for the sanctity of your relationship we gotta stop fucking these woman,0,hs_offensive
iont got not type bad bitches is the only thing that i like,0,hs_offensive
bitch im legal so im ridin round like rambo!,0,hs_offensive
"fox news mocks victim of ray rice elevator assault think the message is, take the stairs ht",0,hs_offensive
so why everything u say ghetto u hadda associate it with jordans isnt it obvious?,0,hs_offensive
i just wanna get filthy rich have a nice big house full of bad bitches that i could fuck anytime i want,0,hs_offensive
id rather be your niggah,0,hs_offensive
pacer is short for pussy,0,hs_offensive
fuck. i forgot to wear a belt. ima feel like a coon all day now.,0,hs_offensive
rick scott refuses to appear on debate stage because charlie crist has an illegal electronic fan via,0,hs_offensive
im a pussy,0,hs_offensive
everyone pray for my brother nothin wrong with him he just a bitch lmaoo,0,hs_offensive
you and me both! probably some ghetto piece of shit who has nothing better to do with their lives,0,hs_offensive
"ima fuck me a white bitch, slap her and choke her this is what is being said now livestream interview w",0,hs_offensive
"with his bitch ass, buut thaats bae kinda lol",0,hs_offensive
gee isnt cracker a racist term? so tired of these race baiters.,1,hs_offensive
the people of the ghetto are rising up and fighting back. whose side are you on?,0,hs_offensive
chance. acid rapper. soccer hackey cocky khaki jacket jacker. slap happy faggot slapper.,0,hs_offensive
a nigga will talk down on a female with the same mouth he ate her pussy with,0,hs_offensive
thinking weave is ratchet and ghetto while extensions are perfectly fine.,0,hs_offensive
them hoes was actin up. you had to do it.,0,hs_offensive
bruh thank you im about to start cumming in these hoes just to scare them.,0,hs_offensive
i got the deals for the low. i know you hoes lonely so fuck with these cuffing season specials.,0,hs_offensive
we all know a bitch boy named luke,0,hs_offensive
we all know a bitch named natalie,0,hs_offensive
"i got gatorades, twinkies, rice puddings, pringles, and cookies",0,hs_offensive
kissin small lips is trash lol yessssss,0,hs_offensive
smh hoes like this are fucking it up for actual loyal girls smh.,0,hs_offensive
good riddance bitches,0,hs_offensive
told yo bitch get on her knees i dont want no sex,0,hs_offensive
im a soft more hoes dumb man,0,hs_offensive
fucc hoes dats how i feel,0,hs_offensive
i can tell you a freak bitch dont lie to me,0,hs_offensive
"bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout want this bitch r",0,hs_offensive
i turn into a bitch real quick.,0,hs_offensive
i mean sometimes eating a carton of double stuf oreos is your only option.,0,hs_offensive
bad bitch,0,hs_offensive
youre responsible for the story inside you. dont let self cripple your,0,hs_offensive
